,title,value
3748,u s s mattis say eyeing provocative iran action after trump speech,1.0
1889,heroin addict trump voter sad now that donald is taking away his treatment video,0.0
344,watch morgan freeman us his brilliant movie scripting skill to explain just how dangerous the russia scandal is,0.0
3948,u s interior dept watchdog launch probe into zinke s travel,1.0
1969,trump say he never make mistake then immediately make a mistake video,0.0
1345,trump s team just found a new way to babysit him this is a new low detail,0.0
895,gop senator boldly defies mcconnell vow to be the one to kill trumpcare,0.0
466,trump really like the idea of a violent uprising when he s impeached,0.0
51,trump sends crazy time tweet to the wrong account after losing his sh t over world leader s remark,0.0
1771,trump celebrates easter by bitching about protest demanding his tax return and get pounded for it,0.0
3305,india order investigation after paradise paper leak,1.0
1781,wtf trump is already paying himself for his 2020 campaign detail,0.0
3861,blackwater founder prince weighing u s senate run new york time,1.0
2662,republican forge tax deal final vote seen next week,1.0
4252,difficult to cut u s corporate tax rate below 26 percent study,1.0
3194,trump would want moore to step aside if sexual misconduct allegation true white house,1.0
2908,factbox five fact about ex trump security aide michael flynn,1.0
2822,trump lawyer deutsche bank ha not received subpoena for trump record,1.0
1456,trump shocked a new poll reveals the future of trumpcare it s worse than you thought detail,0.0
2416,trump is actively working to rip family away from military member,0.0
258,the justice department just said it s legal to discriminate against transgender people,0.0
3193,chorus of sexual harassment allegation spread among u s statehouse,1.0
4985,california deputy attorney general charged with child porn,1.0
3976,u s preparing plan to draw down embassy staff in havana source,1.0
3896,senior u s house republican expects action on gun bump stock,1.0
4122,kremlin deeply concerned by rising tension on korean peninsula,1.0
3517,fed chair choice down to powell taylor one source tell politico,1.0
1320,there s something very weird about nearly half of trump s twitter follower,0.0
2170,trump threatens rude medium whine that reporter won t be nice to him tweet,0.0
3492,trump declares opioids a u s public health emergency,1.0
3583,u s judge question state seeking to restore obamacare payment,1.0
206,w virginia halloween store boast shockingly racist costume display featuring pres obama video,0.0
4251,with or without democratic director u s consumer watchdog to be weakened,1.0
56,democrat give trump a big f ck you after he attack them in insane twitter rant,0.0
3541,highlight of reuters interview with house speaker ryan,1.0
1703,trump won t give sean spicer the boot because that guy get great rating,0.0
4110,u s official to hold friday briefing on enhanced global security,1.0
1501,trump threatens comey via twitter in his most autocratic move yet,0.0
2521,exclusive u s memo weakens guideline for protecting immigrant child in court,1.0
4902,white house communication director scaramucci leaf in order to clean slate,1.0
971,this really happened fox interrupted trump to criticize him and praised obama,0.0
1507,tim kaine can t hold back his tear during heart wrenching health care hearing,0.0
4034,conservative firebrand defeat trump pick in alabama primary for u s senate,1.0
1704,yale professor explains exactly why we need to compare trump to hitler,0.0
1200,trump just offered to testify under oath and it s gonna be hilarious video,0.0
3236,trump tell china s xi he belief there is solution to north korea,1.0
1913,trump laughably claim his fake obama wiretap claim are turning out to be true,0.0
852,chuck todd go off on trump say what every american is thinking right now video,0.0
4792,russia s kislyak talk with trump s ex security aide absolutely transparent,1.0
1531,watch kellyanne conway wore out her welcome on cnn a soon a she opened her mouth,0.0
2013,rnc paid ten of thousand to intel firm with massive russian tie to dig up dirt on hillary,0.0
2059,this die hard trump supporter ha now gone full nevertrump video,0.0
4937,senator mccain returning to arizona for cancer treatment statement,1.0
4525,u s agency to recommend scaling back some national monument,1.0
1645,dem senator go on heartwrenching tweetstorm about gun violence during trump s nra speech,0.0
2223,two gop rep have an alternate healthcare bill and it name will make you laugh your a off,0.0
2252,rachel maddow perfectly explains why trump s sketchy deal are so dangerous to america video,0.0
4435,trump to nominate richard grenell to be ambassador to germany,1.0
1946,devin nunes credibility is officially shattered new york time reveals the scope of his lie,0.0
663,pathetic trump actually need a general to babysit him constantly,0.0
1397,despite being warned trump immediately give saudi host an insulting middle finger gesture,0.0
2082,republican prove they believe in party over country with one incredibly stupid question,0.0
1405,trump s version of firing james comey wa just blown out of the water,0.0
995,gop rep want a 30k a year housing allowance twitter rip him a new one,0.0
2434,this chart reveals how trump is spending his time in office and it s outrageous,0.0
1419,trump administration surrender staffer are already passing around their resume detail,0.0
2619,trump administration ban selected word at health agency paper,1.0
4668,factbox key issue in the nafta renegotiations,1.0
334,michelle obama open a can of whoop a on trump without ever mentioning his name,0.0
289,trump throw a hissy fit at his golf course a criticism over puerto rico response grows,0.0
4708,trump say wa being sarcastic in thanking putin for embassy staff cut,1.0
1588,american medical association eviscerates gop for snatching healthcare away from million,0.0
4374,congressional democrat back harvey aid with three month debt limit increase,1.0
1051,did trump just accidentally admit he deleted recording of comey conversation,0.0
3274,factbox what is in tax bill u s house republican are debating,1.0
3088,cuban businesswoman seek rubio meeting a u s policy bite,1.0
3432,former trump campaign adviser denies encouraging aide on russia dealing,1.0
814,trump just attacked the doj get his a handed to him by sally yates tweet,0.0
914,the world to trump f ck off you did not inherit a mess from obama video,0.0
2316,trump s lost his damn mind making ridiculous demand of pelosi her response is perfect tweet,0.0
4524,trump blame fellow republican leader for debt ceiling mess,1.0
326,former director of national intelligence say russia interference cast doubt on trump s win,0.0
1848,former gop rep think adam schiff should recuse himself from russia probe too because reason,0.0
420,cnn and msnbc destroy trump black out his fact free tax reform speech tweet,0.0
2852,u s appeal court to consider legality of trump s latest travel ban,1.0
4714,take cover avoid bomb flash guam issue nuclear guideline,1.0
2358,trump suggests white anti semite not attacking jew who he think it is will make you sick,0.0
1330,even angela merkel s top political rival is livid with trump slam his treatment of her,0.0
2049,trump s mar a lago trip force secret service to divert crime fighting fund to pay for more security,0.0
2276,breaking republican embrace trump s lie will investigate campaign surveillance a part of russia probe,0.0
3082,contrary to trump tweet senator flake still undecided on tax bill,1.0
3649,u s want stronger india economic defense tie given china s rise tillerson,1.0
1363,trump stunned a pope call him fat to his face video,0.0
3516,top republican senator testifies for menendez at bribery trial,1.0
4040,u s plan to admit maximum 45 000 refugee in next fiscal year,1.0
1545,watch sean spicer just defended michael flynn while attacking sally yates,0.0
3008,trump i do not see a deal with democrat on keeping government open,1.0
4773,chicago sue trump administration over sanctuary city plan,1.0
2809,house tax position begin to emerge ahead of talk with senate,1.0
2216,doctor can lie to pregnant woman if this republican get his way already passed committee,0.0
3281,u s senate panel target chinese bank with north korea sanction,1.0
442,trump administration is already talking about withholding harvey aid,0.0
3243,democrat working on independent russia probe,1.0
1673,pay to play ivanka us official europe trip to beg for donation,0.0
2410,trump kill massive infrastructure project that would have created thousand of job,0.0
2814,senate committee advance bill easing banking regulation,1.0
3651,settlement proposed in north carolina transgender bathroom lawsuit,1.0
356,cnn s don lemon trump shouldn t get apology from espn until he apologizes for racism against obama video,0.0
2165,cbo post review of republican healthcare plan it s a bloodbath 24 million uninsured detail,0.0
1478,lindsey graham trump should be treated with the same respect republican gave obama,0.0
4429,union pacific say arkema chemical plant fire hindering line repair,1.0
406,red cross raise ten of million and you won t believe what they re feeding hurricane victim,0.0
4843,tillerson to press china and asean state on north korea in manila,1.0
425,airline immune from price gouging law in florida royally screwing evacuee,0.0
2916,senate tax bill stall on deficit focused trigger,1.0
4770,trump administration s africa policy in focus at agoa trade talk,1.0
4362,trump jr to testify privately to senate committee on thursday,1.0
1604,madeleine albright trump need to stay the f ck away from kim jong un video,0.0
4260,trump want to work with schumer pelosi on tax reform white house,1.0
2523,second court reject trump bid to stop transgender military recruit,1.0
2957,u s intel committee subpoena comedian in russia election meddling probe,1.0
1678,republican just granted themselves special status in their latest healthcare bill,0.0
4520,trump adviser cohn wrote resignation letter decided to stay nyt,1.0
3312,china hope all side word and action reduce tension on korean peninsula,1.0
3229,democrat ride grassroots wave to major statehouse gain,1.0
3063,at t lawyer say u s effort to stop time warner deal foolish cnbc,1.0
277,49ers defy trump kneel during anthem in solidarity with colin kaepernick video,0.0
1944,breaking michael flynn agrees to testify on russia in exchange for immunity trump is f cked detail,0.0
1418,controversial former fox ceo roger ailes dead at 77,0.0
4107,trump yet to decide on new travel restriction official,1.0
4432,factbox trump on twitter sept 1 texas louisiana stock,1.0
2138,ruby rose and chrissy teigan troll donald trump s wiretapping nonsense in hilarious twitter spoof,0.0
2026,woman corner gop senator trapped on flight demand explanation to trumpcare detail,0.0
1581,trump nominee brag that taking away healthcare will force more american to convert to christianity,0.0
224,trump administration try to fix his dumbest statement yet fails miserably image,0.0
1656,trump put an american flag on his birthday tweet to melania there s just one problem tweet,0.0
1590,trump once again offends australian leader for the dumbest imaginable reason video,0.0
1280,just stop megyn kelly get dragged around the internet for saying putin is a swell guy,0.0
749,obama photographer brilliantly troll trump s wildly inappropriate speech to the boy scout image,0.0
301,watch war veteran john mccain destroys draft dodger trump s anthem protest whining,0.0
1375,f ck donald trump democratic chair of california go out with both middle finger in the air,0.0
4882,tillerson to travel to philippine thailand malaysia state department,1.0
4778,sanction have a silver lining for russian cheese producer,1.0
4719,chicago school budget count on uncertain funding,1.0
5,racist alabama cop brutalize black boy while he is in handcuff graphic image,0.0
3015,senate republican signal possible committee no vote on tax bill,1.0
3791,how to rebuild puerto rico rubio asks trump to call in expert,1.0
2726,democrat eye gain in pennsylvania trial on goofy gerrymandering,1.0
352,trump doesn t want you to know about this study that prof refugee contribute to our economy,0.0
4564,a tax debate heat up republican tweak business interest plan,1.0
3700,fcc chairman reject trump suggestion on broadcast license,1.0
531,naacp bannon may be gone but trump is still a raging bigot,0.0
3210,u s small business lobby throw support behind house republican tax bill,1.0
1112,hillary s campaign account hasn t tweeted since nov 7 and now it s beautifully trolling donald trump,0.0
2149,oxford fellow gloriously buries trump for trying to discredit cbo report on trumpcare,0.0
986,no the democratic base is not ready to get rid of nancy pelosi,0.0
3533,trump and u s house tax lawmaker reopen door to 401 k change,1.0
414,gop moderate under attack from the far right will not seek re election,0.0
2877,senate approves major tax cut in victory for trump,1.0
3283,kentucky clerk opposed to gay marriage to run for 2018 re election,1.0
4036,u s healthcare bill s collapse escalates republican infighting,1.0
4795,u n vote saturday on u s bid to slash north korea export over missile test,1.0
3039,in thanksgiving message trump hail military gain and big beautiful fat tax cut,1.0
1705,delusional trump hilariously think angela merkel like him detail,0.0
1668,after being handed yet another court loss trump threatens revenge in pure dictator style,0.0
694,busted fox news worked with trump to circulate fake news on seth rich conspiracy theory,0.0
4295,supreme court justice temporarily preserve trump refugee ban,1.0
2117,federal judge blow lid off trump s biggest complaint about obamacare,0.0
3937,mattis play down split between trump tillerson on north korea,1.0
983,time magazine tell trump to stop displaying fake magazine cover in his golf club tweet,0.0
4546,police use pepper spray to disperse protester at trump s phoenix rally,1.0
1040,cia intercepted putin s specific instruction on election hack and it is damning for trump,0.0
1455,nato official planning for trump visit a if he is a small child detail,0.0
4924,republican try to pick up the piece after healthcare defeat,1.0
4920,russia hold rate amid geopolitical risk see cut by year end,1.0
4533,kushner stress trump s mideast peace optimism but detail scant,1.0
4464,judge block provision in texas law punishing sanctuary city,1.0
2557,u s lawmaker seek temporarily extension to internet spying program,1.0
2346,veteran shred trump for exploiting navy seal s death while press fawn all over him for it,0.0
2203,nc student terrorize minority in disgusting kkk video their punishment is shockingly light,0.0
3794,white house chief of staff say his job is not to control trump,1.0
4459,mattis sign order to send additional troop to afghanistan,1.0
1624,sean hannity just openly threatened someone on twitter and it may be a fox news exec,0.0
4331,u s appeal court reject trump s bid to bar most refugee,1.0
416,vega cop take cheap shot at michael bennett say hiding during shooting is probable cause,0.0
4608,trump considering option for new afghanistan strategy white house,1.0
1626,fox news shamefully try to pas off obama s economic achievement a trump s and get pounded for it,0.0
4028,u s house freedom caucus back republican tax reform framework statement,1.0
3115,trump acknowledges thanks from ucla player released from china,1.0
3091,pro trade republican get nervous that nafta talk could fail,1.0
1883,house dems take on fight for trump s tax return with bold new move that will infuriate him,0.0
586,this old tweet from trump reveals the real reason he s trying to start a war,0.0
3201,more american think wealthy not middle class will benefit from tax reform reuters ipsos,1.0
4878,new york new jersey governor replace port authority leadership,1.0
4903,new u s rule on class action survives first challenge,1.0
2332,tom hank give white house press corp a great gift to help them keep fighting trump,0.0
3728,britain germany committed to iran nuclear deal may s office,1.0
2419,gop rep say people could use bale of marijuana to smuggle nuke into the country video,0.0
1026,jill stein inexplicably blame the democrat for her meeting with putin video,0.0
492,one more nazi resigned from trump s white house will newly pardoned arpaio replace him,0.0
1399,disney world is having a meltdown over trump doesn t want to add him to hall of president,0.0
2386,trump just threw the worst insult yet out to the white house press corp,0.0
2499,lol putin is angry now because trump get more medium coverage in russia than he doe,0.0
3578,u s house speaker ryan seek tax bill vote by late november,1.0
1357,trump and his street fighter prepare to wage war on leak investigation detail,0.0
3376,federal reserve governor powell s policy view in his own word,1.0
4570,fully committed nato back new u s approach on afghanistan,1.0
1854,bill o reilly s show bizarrely cut short in wake of advertiser mass exodus detail,0.0
3724,tillerson play down tension with trump,1.0
812,mueller just told trump to f ck off with his threat expands probe to trump family finance,0.0
1764,china and russia chase u destroyer away after trump s navy creep up on north korea,0.0
3756,u s house republican mccarthy want to fix iran nuclear deal,1.0
4071,proposed healthcare bill may hurt u s economy s p,1.0
4031,a 2018 obamacare deadline nears u s state believe every county covered,1.0
3355,china say confident in economic relation with u s ahead of trump visit,1.0
3078,white house promise welfare overhaul detail early next year,1.0
2721,haley woman accuser should be heard even if trump is target,1.0
2394,white house take it war on the press to a terrifying new level video,0.0
2179,watch trump s wiretap accusation blown wide open he may be guilty of obstruction of justice,0.0
2572,trump market ha not fully digested tax cut change,1.0
1403,bombshell report white house counsel preparing for impeachment detail,0.0
1176,smirnoff is brilliantly trolling donald trump over russia prepare to laugh,0.0
1061,a new bill in missouri would allow your employer to fire you for using birth control,0.0
3815,key u s lawmaker back enforcing not ditching iran pact,1.0
1381,report foreign leader forced to praise trump s electoral win to get him to have a conversation,0.0
1933,study show conservative voter are literally twice a shallow a liberal voter detail,0.0
2396,while chanting usa usa usa cpac attendee wave russian flag tweet,0.0
4652,u s end program for central american minor fleeing violence,1.0
4679,organizer of white nationalist rally in virginia driver sued for 3 million,1.0
3913,senate panel to hold hearing on yahoo equifax breach,1.0
3894,congress need to examine gun bump stock device house speaker,1.0
1708,lying liar reince priebus say trump is fulfilling pledge at breakneck speed video,0.0
4358,facebook give election ad data to u s special counsel source,1.0
4340,white house budget chief say any tax package would be retroactive,1.0
4365,house speaker ryan say daca fix border security need to be linked,1.0
1242,several bar will be opening early thursday for comey s hearing serving cheap russian vodka,0.0
850,lie after lie after lie fox s shep smith break rank go nuclear on team trump video,0.0
3377,u s lawmaker target myanmar military with new sanction,1.0
1940,intel committee member innocent people don t ask for immunity video,0.0
1254,trump is searching for a lawyer but law firm are turning him down cold,0.0
877,trump jr s accomplice that set up russian meeting checked in for it on facebook tweet,0.0
844,james comey is doing something that will have trump sh tting his pant,0.0
2856,trump tweet about russia probe spark warning from lawmaker,1.0
2200,watch gop rep steve king just dropped a bombshell admission about trump s wiretapping claim,0.0
3718,trump say working on welfare reform proposal,1.0
1830,this poll show exactly how much american detest trump,0.0
3511,u s house tax chief say salt deduction meeting end without compromise,1.0
4827,mueller impanels washington grand jury in russia probe wall street journal,1.0
410,equifax is tricking consumer into waiving their right to sue over data breach,0.0
4327,trump daca decision followed month of meeting involving senior democrat,1.0
2445,ann coulter get roasted alive after horrible defense of gop pedophile milo yiannopoulos tweet,0.0
462,the guy donald trump called my african american think trump is horrible for black people,0.0
3309,family of japanese abducted by north korea meet trump but want action,1.0
4419,trump say u s considering global trade embargo on north korea tweet,1.0
3319,ryan say obamacare mandate repeal on table in tax debate fox news sunday,1.0
2110,here s what happens when child win a science contest in trump s america video,0.0
2931,ex twitter worker claim responsibility for trump s account shutdown,1.0
3054,trump father of ucla player in shoplifting case is ungrateful fool,1.0
4395,trump ha talked to top lawmaker about immigration reform white house,1.0
4187,senate back massive increase in military spending,1.0
4875,illinois governor reject school funding legislation,1.0
180,watch former white house official suggests on hannity that hillary clinton should be executed,0.0
2478,trump busted inviting rich friend to sit in on interview for dictator in his cabinet audio,0.0
561,trump go home to trump tower after racism condemnation immediately retweets alt right leader,0.0
3754,russia say trump stance on iran deal extremely troubling ria,1.0
2767,pentagon want 12 month procurement time for major weapon program official,1.0
4578,top u s general in afghanistan say new strategy based on condition not timeline,1.0
4497,energy secretary perry cancel kazakhstan visit due to hurricane,1.0
4495,trump rescinds obama limit on transfer of military gear to police,1.0
3550,republican wall street score victory in dismantling class action rule,1.0
4114,ex republican presidential candidate bob dole hospitalized,1.0
4029,u s lawmaker ask facebook twitter for information on anti fracking ad,1.0
2356,publisher announces book by the obamas are officially on the way,0.0
627,donald trump is acting just like kim jong threatens nk with nuclear war,0.0
4406,wal mart reopens most gulf region store after harvey,1.0
3262,trump warns rogue regime north korea of grave danger,1.0
3104,senate quickens pace of approving trump judicial pick,1.0
4019,alabama insurgent s victory emboldens u s anti establishment republican,1.0
3301,trump say japan would shoot north korean missile out of sky if it bought u s weaponry,1.0
298,trump s press secretary fall apart expose his lie about obamacare vote video,0.0
750,wapo trump planning to go around senate to replace session with a loyal stooge,0.0
849,dem senator call out mike penny for telling a huge lie about trumpcare,0.0
2802,senator franken facing resignation call to make announcement on thursday office,1.0
4883,factbox trump on twitter aug 1 stock market fake medium,1.0
143,after pulling nfl related ad papa john s get an unlikely sponsor of their own nazi,0.0
1760,trump influence crumbling a his own supporter share shocking resentment for him detail,0.0
2839,trump lawyer s account about tweet raise question about what president knew,1.0
1593,case upon case of beer gop organizes booze party to celebrate stripping 24 million of insurance,0.0
1174,trump firing special counsel investigating russian connection a possibility according to attorney,0.0
3472,trump say manafort charge year ago indictment includes 2017,1.0
3645,trump say will work with congress on grant loan for puerto rico,1.0
4879,mexico set out nafta goal ahead of re negotiation talk document,1.0
937,gop official just quit trump s bogus voter fraud panel more state resist giving voter info,0.0
2854,white house trump spoke to moore endorsed his senate campaign,1.0
1021,in nc it s not rape if person revoke consent during sex,0.0
4473,interior department watchdog drop probe of threat to alaska senator on healthcare,1.0
4223,trump tap top session attorney to lead civil division white house,1.0
801,john mccain just savaged trump on twitter tweet,0.0
1360,even the author of bush s torture memo say trump ha gone too far detail,0.0
4890,connecticut lawmaker approve labor pact with pension concession,1.0
2250,watch republican rep think poor american can afford healthcare if they don t buy a cell phone,0.0
375,trump fan are cry in their milk after their hero break yet another promise to them tweet,0.0
4541,u s air force pick raytheon lockheed for next gen cruise missile,1.0
2748,franken and frank resign a misconduct charge batter congress,1.0
1532,kellyanne conway threatens medium it s inappropriate to question comey s firing video,0.0
1006,gop senator lash into kellyanne conway over trumpcare lie and it is epic video,0.0
4977,boy scout of america apologizes for trump s political rhetoric,1.0
2828,tillerson seek to reassure worried europe over trump,1.0
2273,card against humanity maker ha amazingly annoying way to force gopers to hold town hall,0.0
3576,factbox trump on twitter oct 24 bob corker stock market,1.0
3820,exclusive game of drone u s poised to boost unmanned aircraft export,1.0
364,gop implodes a california pass bill to make congress censure trump s racism detail,0.0
2197,highest canadian court confirms trump scammed investor detail,0.0
2607,trump call for u s infrastructure plan after train derailment,1.0
273,geraldo rivera to san juan mayor carmen yul n cruz i don t see people dying video,0.0
2740,former trump adviser interviewed in congress in russia probe,1.0
3401,trump call for ending visa program after n y attack blast democrat,1.0
688,trump humiliated by being forced to sign russia sanction bill which limit his power,0.0
2850,exclusive u s document certifies honduras a supporting right amid vote crisis,1.0
4304,u n right bos urge u s congress to give dreamer legal status,1.0
2420,kansa tea party governor get his a handed to him a republican vote to reverse disastrous tax cut,0.0
134,a reminder of how much the nra ha spent on trump in wake of another mass shooting,0.0
3418,congress should weigh u s regulation of gun bump stock republican senator,1.0
4403,new york vow to sue trump over immigrant child protection,1.0
1978,internet ha brutal reminder for ivanka after she take picture with elephant at d c zoo,0.0
4096,china tell japan not to abandon dialogue over north korea,1.0
152,trump is literally sabotaging the case against the nyc terrorist by not keeping his mouth shut,0.0
3954,u s directly communicating with north korea seek dialogue,1.0
1352,ben carson belief poverty is just a state of mind and people aren t happy about it,0.0
272,trump mass shooting will stop if american unite and pray for peace,0.0
903,trudeau humiliates trump openly prefers to speak to other u s official instead,0.0
3286,nfl opposes u s republican tax plan on stadium funding,1.0
4378,factbox trump on twitter september 6 hurricane tax cut,1.0
3510,senator from refinery state request trump meeting on biofuels,1.0
3121,trump to tap nuclear industry lobbyist for u s energy dept job,1.0
3075,myanmar operation against rohingya ha hallmark of ethnic cleansing u s congress member say,1.0
108,sean hannity just said child molestation is ok if it s consensual video,0.0
497,report mueller hot on trump s trail ha built his own miniature justice department,0.0
3406,u s diversity visa program in spotlight after new york attack,1.0
1711,trump state campaign chair in hot water for trafficking a kid for sex detail,0.0
962,conway declares it unpatriotic to question trump s mental health after his latest meltdown video,0.0
1369,fox news staffer call sean hannity massive embarrassment are we still airing that sh t,0.0
3897,u s anti bias law doe not protect transgender worker justice dept,1.0
4231,u s judge press trump administration on dreamer deadline,1.0
475,ice may soon be able to destroy record of immigrant detainee sexual abuse and death,0.0
2241,sean spicer when trump blamed obama earlier obviously he didn t mean obama video,0.0
237,black man beaten by nazi at pro trump rally so naturally cop charged him with a crime,0.0
2204,reporter call out the racist writer trump invited to press briefing press room erupts in chaos,0.0
4899,exclusive senate too divided to keep up healthcare push senator hatch,1.0
1059,trump tell supporter he ll enact a law that ha actually been in place for over 20 year,0.0
2771,funding bill clear hurdle in house,1.0
245,a new low trump exploit la vega shooting to raise money for his campaign tweet,0.0
4160,late night tv show host kimmel blast senator over healthcare bill,1.0
2347,robert reich perfectly break down trump s 10 step plan for turning lie into truth video,0.0
448,it s become obvious trump is filming pr video with hurricane shelter visit video,0.0
4869,trump fire communication director scaramucci in new white house upheaval,1.0
4626,u s house democrat launch probe into m drug pricing,1.0
2255,while everyone wa distracted here are five way trump just moved to f ck over middle america,0.0
3428,u s senator hammer facebook for power over election,1.0
4963,u s lawmaker request investigation into threat to alaska senator over healthcare vote,1.0
584,trump s dc hotel raised price and made million in month off his presidency,0.0
64,two week before election trump still defends accused child molester because tax y all,0.0
2363,betsy devos get wrecked after praising segregated school a pioneer of school choice tweet,0.0
1241,fmr dni james clapper trump s russia scandal is worse than watergate video,0.0
2794,alabama democrat turn up attack on roy moore in senate race s final stretch,1.0
3574,factbox what is in the republican tax cut plan trump is promoting,1.0
4185,u s senate to hold hearing on republican healthcare proposal,1.0
159,watch trump s chief of staff john kelly just admitted that he doesn t think there wa anything wrong with slavery,0.0
3919,senator warren criticizes equifax potential to profit from breach,1.0
3436,u s nuclear arsenal to cost 1 2 trillion over next 30 year cbo,1.0
1888,trump finally booted a certain white supremacist from the national security council,0.0
2311,internet hero make trump putin facebook friendship anniversary video it s brilliant video,0.0
2859,mcconnell optimistic of tax bill deal between senate and house,1.0
4065,u s mcconnell debate on healthcare will continue,1.0
1584,trump just visited his home state and new yorkers told him to get f cked image video,0.0
4299,influential u s senator mull retirement,1.0
2997,u s sen warren predicts appeal in legal battle over consumer agency,1.0
3342,brady to offer substantive u s tax bill amendment on monday statement,1.0
3956,pyongyang shown no interest in talk state department,1.0
2477,trump will spend more taxpayer money on vacation in a year than obama did in eight,0.0
908,mike penny saw do not touch on critical nasa tech so he touched it tweet,0.0
4838,new white house chief of staff assures attorney general his job is safe,1.0
2984,no 2 republican in u s house see conference on tax bill soon,1.0
2977,trump s son donald trump jr to meet with house panel dec 6 cnn,1.0
184,trump just got banned from the place where he proposed to melania,0.0
2622,factbox trump on twitter december 15 quantico,1.0
2453,let s not be fake news trump trolled hard by swedish newspaper,0.0
3220,trump s stop in vietnam a poignant one for u s veteran,1.0
3060,trump say at t plan to buy time warner not a good deal,1.0
278,tea party superstar get wrecked after obama n r tweet,0.0
4250,liberal conservative lawmaker offer opposing u s healthcare idea,1.0
1093,watch gop friendly pac creates sickening link between georgia democrat and scalise shooting,0.0
1401,russian investigation landing very close to trump jared kushner now person of interest,0.0
3024,senate to vote on tax plan this week no 2 republican say,1.0
2629,u s judge to lift house arrest for former trump campaign manager manafort,1.0
2837,trump son former partner due before house panel this week source,1.0
1554,donald trump just changed his twitter header and the whole internet is making fun of him tweet,0.0
2840,democrat cite drafting error in proposed capital rule amendment,1.0
3918,state department denies tillerson called trump a moron,1.0
2786,trump warns of government shutdown threat ahead of meeting with lawmaker,1.0
800,report trump business seeking dozen of special visa for foreign worker,0.0
4810,senator propose legislation to protect special counsel from trump,1.0
752,breaking secretary of state debate abandoning trump fleeing sinking ship,0.0
4165,a clock tick republican try to move ahead on obamacare repeal,1.0
3717,u s senator menendez s corruption trial to proceed judge,1.0
2043,bombshell devin nunes entire net worth sunk in company with strong tie to russia,0.0
421,trump tell the dakota i will make the drought go away,0.0
1640,watch rob reiner destroys team trump claim that obama should be blamed for flynn,0.0
4742,u s government seek comment for fuel economy standard review,1.0
4115,what is a dotard anyway kim s insult to trump,1.0
251,watch mike penny s photo op with puerto rico survivor just went terribly wrong video,0.0
632,elderly california man just savaged a gop congressman to his face,0.0
1025,republican stuns in brutally honest reaction to american dying under trumpcare video,0.0
1586,rape can be considered a pre existing condition under gop healthcare law,0.0
1300,wh aide trump decided to break paris deal after french president s handshake embarrassed him,0.0
3978,white house start probe of private email use by senior aide politico,1.0
3398,u s lawmaker release sample of russian bought facebook ad,1.0
3118,two senate republican critical of party s tax plan,1.0
824,trump s department of justice just made a move that s enraging democrat and republican,0.0
2234,watch republican rep tell poor american to use emergency room a their healthcare coverage,0.0
4339,mnuchin ryan see passage of u s tax overhaul by end of year,1.0
2552,u s tax plan roils popular bet in bond market,1.0
1259,nsa contractor arrested for leaking classified document on russian hacking to the medium,0.0
4863,republican make first move to work with democrat on healthcare,1.0
4292,chicago asks judge to halt trump plan to deny fund to sanctuary city,1.0
1518,snowflake alert kellyanne conway say anderson cooper is sexist because he rolled his eye video,0.0
4352,mnuchin say tax overhaul still in sight for 2017,1.0
2773,white house say focused on getting lowest possible corporate tax rate,1.0
3477,first charge filed in u s special counsel s russia investigation source,1.0
4094,china say to ban some petroleum export to north korea,1.0
3133,u s small business community push congress on bank lending relief letter,1.0
751,breaking desperate gop senator drag john mccain back to washington for trumpcare vote,0.0
2092,trump s major meeting on veteran affair never took place but he did play golf,0.0
2009,republican ha epiphany wracking my brain to think of one positive thing our party ha done,0.0
4287,new hampshire democrat defends role on trump voting commission,1.0
3429,return manafort s money democrat demand of california republican,1.0
4675,factbox trump s manufacturing panel ceo company comment on charlottesville,1.0
1717,chaffetz s decision to quit mean big trouble for trump and here s exactly how,0.0
3101,gulf carrier may be in focus under foreign airline u s tax exemption cut,1.0
4807,u s may soon expand u n talk on north korea sanction signaling china deal diplomat,1.0
948,mark hamill ha the best response to trump s sexist attack on mika brzezinski,0.0
413,trump humiliates republican in latest hissy fit after siding with democrat on debt ceiling,0.0
4914,u s health secretary say his job is to follow obamacare law,1.0
756,wtf pentagon sold over 1 million worth of military weapon to fake cop,0.0
4268,factbox trump on twitter sept 13 tax reform florida,1.0
761,ice agent spill we re targeting child for detention because we can,0.0
1911,trump just went after china in unhinged rant america s future in free fall detail,0.0
4188,mattis to review if military accident linked to budget cap,1.0
3539,manhattan u s attorney add to probe of ex trump aide manafort report,1.0
635,breaking major action taking place at trump tower a activist project message demonstrate image,0.0
3431,russian lawyer who met trump jr seek return to u s to defend money laundering settlement,1.0
1177,john mccain shockingly admits obama wa a better president than trump and the world didn t fly off it axis,0.0
4616,amid spain attack trump say u s ready and border secure,1.0
2432,muslim raise 20 000 in three hour to fix vandalized jewish cemetery a trump doe nothing,0.0
1015,supreme court smack down religious nut make them put same sex parent name on birth certificate,0.0
4382,mexico el salvador guatemala urge protection for u s dreamer,1.0
2642,republican governor meet with penny over nafta concern,1.0
2857,flynn pleads guilty to lying on russia cooperates with u s probe,1.0
3868,weinstein on indefinite leave a company investigates allegation,1.0
437,watch cnn majorly f cks up ha white supremacist weigh in on daca panel,0.0
3470,obama blast politics of division on return to campaign trail,1.0
2183,watch ivanka trump get skewered by saturday night live for helping her crazy dad,0.0
2107,trump ha the most uncomfortable moment with merkel make a fool of himself video,0.0
